workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
 State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 ?, HS-grad, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-acdm, Divorced, Transport-moving, Unmarried, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, 10th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 ?, 9th, Separated, ?, Not-in-family, Black, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 ?, Masters, Never-married, ?, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, Laos, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female, ?, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
 Federal-gov, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female, Mexico, <=50K
 Private, HS-grad, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
 Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K
 ?, 11th, Separated, ?, Unmarried, Black, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, South, >50K
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
 Private, 12th, Married-spouse-absent, Other-service, Not-in-family, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 ?, 10th, Divorced, ?, Not-in-family, White, Male, United-States, <=50K
 Local-gov, HS-grad, Widowed, Exec-managerial, Other-relative, White, Female, United-States, <=50K
 Private, 11th, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, ?, >50K
 ?, HS-grad, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
 Private, 9th, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Priv-house-serv, Unmarried, Black, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, Black, Male, United-States, <=50K
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, Germany, >50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Local-gov, 7th-8th, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
 ?, Assoc-acdm, Never-married, ?, Own-child, Asian-Pac-Islander, Male, Philippines, <=50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private, 10th, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
 State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 State-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Sales, Unmarried, White, Female, United-States, >50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female, ?, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 Without-pay, HS-grad, Never-married, Craft-repair, Own-child, Black, Male, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male, Mexico, <=50K
 Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female, United-States, <=50K
 Self-emp-not-inc, 10th, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 ?, 10th, Never-married, ?, Own-child, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male, United-States, <=50K
 Private, HS-grad, Widowed, Sales, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 ?, 5th-6th, Never-married, ?, Unmarried, White, Female, Mexico, <=50K
 Private, 12th, Married-spouse-absent, Handlers-cleaners, Not-in-family, Other, Male, Dominican-Republic, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States, <=50K
